Date,Total Traffic Volume,Exchange Rate,Gross Domestic Product (GDP),Export growth rate,Import growth rate,Nationwide Consumer Price Index,Regular Unleaded Gasoline,Diesel Fuel for Automobiles,number of car ownership,Economic Growth Rate,Interest Rate Category,Export Price Category,Import Price Category
2021-04-22,9618734,1111.413333,517054.0,37.1557826,31.73124078,102.0243333,1534.26,1332.34,24578126.0,High Growth,Low,Very High,Very High
2021-04-23,10553114,1111.366667,517054.0,37.96882241,32.22755424,102.0266667,1534.25,1332.45,24578964.0,High Growth,Low,Very High,Very High
2021-04-24,10108757,1111.32,517054.0,38.78186223,32.72386771,102.029,1534.21,1332.29,24579802.0,High Growth,Low,Very High,Very High
2021-04-25,8813802,1111.273333,517054.0,39.59490204,33.22018117,102.0313333,1534.11,1332.19,24580640.0,High Growth,Low,Very High,Very High
2021-04-26,9690830,1111.226667,517054.0,40.40794186,33.71649463,102.0336667,1534.04,1332.11,24581477.0,High Growth,Low,Very High,Very High
2021-04-27,9543052,1111.18,517054.0,41.20362334,34.20337055,102.036,1534.03,1331.97,24582315.0,High Growth,Low,Very High,Very High
2021-04-28,9589899,1111.133333,517054.0,41.34402781,34.33397936,102.0383333,1534.03,1332.17,24583153.0,High Growth,Low,Very High,Very High
2021-04-29,9731837,1111.086667,517054.0,41.48443227,34.46458816,102.0406667,1533.96,1332.05,24583991.0,High Growth,Low,Very High,Very High
2021-04-30,10839702,1111.04,517054.0,41.62483674,34.59519697,102.043,1533.93,1331.98,24584829.0,High Growth,Low,Very High,Very High
2021-05-01,9537133,1110.993333,517054.0,41.7652412,34.72580577,102.0453333,1533.92,1331.98,24585667.0,High Growth,Low,Very High,Very High
2021-05-02,9013665,1110.946667,517054.0,41.90564567,34.85641458,102.0476667,1533.93,1331.98,24586505.0,High Growth,Low,Very High,Very High
2021-05-03,10014501,1110.9,517054.0,42.04605014,34.98702338,102.05,1534.19,1331.99,24587343.0,High Growth,Low,Very High,Very High
2021-05-04,10043459,1111.390323,517054.0,42.1864546,35.11763219,102.05,1534.27,1332.01,24589114.0,High Growth,Low,Very High,Very High
2021-05-05,9121444,1111.880645,517054.0,42.32685907,35.24824099,102.05,1534.27,1332.18,24590885.0,High Growth,Low,Very High,Very High
2021-05-06,10148614,1112.370968,517054.0,42.46726353,35.3788498,102.05,1534.28,1332.13,24592656.0,High Growth,Low,Very High,Very High
2021-05-07,11093138,1112.86129,517054.0,42.607668,35.50945861,102.05,1534.36,1332.17,24594427.0,High Growth,Low,Very High,Very High
2021-05-08,10951551,1113.351613,517054.0,42.74807247,35.64006741,102.05,1534.55,1332.44,24596199.0,High Growth,Low,Very High,Very High
2021-05-09,9540861,1113.841935,517054.0,42.88847693,35.77067622,102.05,1534.9,1332.66,24597970.0,High Growth,Low,Very High,Very High
2021-05-10,9457135,1114.332258,517054.0,43.0288814,35.90128502,102.05,1535.33,1332.99,24599741.0,High Growth,Low,Very High,Very High
2021-05-11,9628770,1114.822581,517054.0,43.16928586,36.03189383,102.05,1535.53,1332.96,24601512.0,High Growth,Low,Very High,Very High
2021-05-12,9632972,1115.312903,517054.0,43.30969033,36.16250263,102.05,1536.1,1333.59,24603284.0,High Growth,Low,Very High,Very High
2021-05-13,9887301,1115.803226,517054.0,43.4500948,36.29311144,102.05,1537.02,1334.55,24605055.0,High Growth,Low,Very High,Very High
2021-05-14,10932324,1116.293548,517054.0,43.59049926,36.42372024,102.05,1537.73,1335.22,24606826.0,High Growth,Low,Very High,Very High
2021-05-15,9145066,1116.783871,517054.0,43.73090373,36.55432905,102.05,1538.82,1336.23,24608597.0,High Growth,Low,Very High,Very High
2021-05-16,6829489,1117.274194,517054.0,43.87130819,36.68493786,102.05,1539.99,1337.23,24610368.0,High Growth,Low,Very High,Very High
2021-05-17,9283414,1117.764516,517054.0,44.01171266,36.81554666,102.05,1540.53,1337.59,24612140.0,High Growth,Low,Very High,Very High
2021-05-18,10513503,1118.254839,517054.0,44.15211713,36.94615547,102.05,1540.93,1337.89,24613911.0,High Growth,Low,Very High,Very High
2021-05-19,9507629,1118.745161,517054.0,44.29252159,37.07676427,102.05,1541.67,1338.79,24615682.0,High Growth,Low,Very High,Very High
2021-05-20,9543960,1119.235484,517054.0,44.43292606,37.20737308,102.05,1542.6,1339.76,24617453.0,High Growth,Low,Very High,Very High
2021-05-21,10438273,1119.725806,517054.0,44.57333052,37.33798188,102.05,1543.52,1340.52,24619225.0,High Growth,Low,Very High,Very High
2021-05-22,10250132,1120.216129,517054.0,44.71373499,37.46859069,102.05,1544.19,1341.26,24620996.0,High Growth,Low,Very High,Very High
2021-05-23,8816210,1120.706452,517054.0,44.85413946,37.59919949,102.05,1544.88,1342.01,24622767.0,High Growth,Low,Very High,Very High
2021-05-24,9828400,1121.196774,517054.0,44.99454392,37.7298083,102.05,1545.57,1342.52,24624538.0,High Growth,Low,Very High,Very High
2021-05-25,9556721,1121.687097,517054.0,45.13494839,37.86041711,102.05,1545.86,1342.66,24626309.0,High Growth,Low,Very High,Very High
2021-05-26,9788615,1122.177419,517054.0,45.27535285,37.99102591,102.05,1546.47,1343.57,24628081.0,High Growth,Low,High,Very High
2021-05-27,9441202,1122.667742,517054.0,45.41575732,38.12163472,102.05,1547.36,1344.41,24629852.0,High Growth,Low,High,Very High
2021-05-28,10236587,1123.158065,517054.0,45.42424689,38.23526438,102.05,1548.28,1345.25,24631623.0,High Growth,Low,Very High,Very High
2021-05-29,10183025,1123.648387,517054.0,45.23486412,38.32342532,102.05,1549.28,1346.23,24633394.0,High Growth,Low,Very High,Very High
2021-05-30,8890298,1124.13871,517054.0,45.04548136,38.41158627,102.05,1550.19,1347.07,24635166.0,High Growth,Low,Very High,Very High
2021-05-31,9621398,1124.629032,517054.0,44.85609859,38.49974721,102.05,1551.04,1347.96,24636937.0,High Growth,Low,Very High,Very High
2021-06-01,9469915,1125.119355,517054.0,44.66671582,38.58790815,102.05,1551.52,1348.3,24638708.0,High Growth,Low,Very High,Very High
2021-06-02,9587826,1125.609677,517054.0,44.47733305,38.6760691,102.05,1552.23,1349.2,24640479.0,High Growth,Low,Very High,Very High
2021-06-03,9051982,1126.1,517054.0,44.28795028,38.76423004,102.05,1554.21,1351.2,24642251.0,High Growth,Low,Very High,Very High
2021-06-04,10757801,1126.906667,517054.0,44.09856752,38.85239098,102.057,1555.59,1352.56,24644293.0,High Growth,Low,Very High,Very High
2021-06-05,10456585,1127.713333,517054.0,43.90918475,38.94055193,102.064,1556.98,1353.87,24646335.0,High Growth,Low,Very High,Very High
2021-06-06,8895294,1128.52,517054.0,43.71980198,39.02871287,102.071,1558.6,1355.45,24648378.0,High Growth,Low,Very High,Very High
2021-06-07,9729927,1129.326667,517054.0,43.53041921,39.11687382,102.078,1560.26,1357.08,24650420.0,High Growth,Low,Very High,Very High
2021-06-08,9614840,1130.133333,517054.0,43.34103644,39.20503476,102.085,1561.13,1357.87,24652462.0,High Growth,Low,Very High,Very High
2021-06-09,9711957,1130.94,517054.0,43.15165368,39.2931957,102.092,1562.72,1359.48,24654505.0,High Growth,Low,Very High,Very High
2021-06-10,9873334,1131.746667,517054.0,42.96227091,39.38135665,102.099,1564.59,1361.39,24656547.0,High Growth,Low,Very High,Very High
2021-06-11,10107720,1132.553333,517054.0,42.77288814,39.46951759,102.106,1566.31,1363.17,24658589.0,High Growth,Low,Very High,Very High
2021-06-12,10024684,1133.36,517054.0,42.58350537,39.55767853,102.113,1567.97,1364.75,24660632.0,High Growth,Low,Very High,Very High
2021-06-13,8889667,1134.166667,517054.0,42.3941226,39.64583948,102.12,1569.83,1366.64,24662674.0,High Growth,Low,Very High,Very High
2021-06-14,9848309,1134.973333,517054.0,42.20473984,39.73400042,102.127,1571.61,1368.5,24664717.0,High Growth,Low,Very High,Very High
2021-06-15,9526429,1135.78,517054.0,42.01535707,39.82216137,102.134,1572.53,1369.34,24666759.0,High Growth,Low,Very High,Very High
2021-06-16,9695726,1136.586667,517054.0,41.8259743,39.91032231,102.141,1574.22,1371.18,24668801.0,High Growth,Low,Very High,Very High
2021-06-17,9940464,1137.393333,517054.0,41.63659153,39.99848325,102.148,1576.08,1373.08,24670844.0,High Growth,Low,Very High,Very High
2021-06-18,10514653,1138.2,517054.0,41.44720876,40.0866442,102.155,1578.16,1375.2,24672886.0,High Growth,Low,Very High,Very High
2021-06-19,10576531,1139.006667,517054.0,41.257826,40.17480514,102.162,1580.15,1377.28,24674928.0,High Growth,Low,Very High,Very High
2021-06-20,9210061,1139.813333,517054.0,41.06844323,40.26296608,102.169,1581.71,1378.8,24676971.0,High Growth,Low,Very High,Very High
2021-06-21,10035415,1140.62,517054.0,40.87906046,40.35112703,102.176,1583.18,1380.31,24679013.0,High Growth,Low,Very High,Very High
2021-06-22,9815952,1141.426667,517054.0,40.68967769,40.43928797,102.183,1583.95,1380.93,24681055.0,High Growth,Low,Very High,Very High
2021-06-23,9732719,1142.233333,517054.0,40.50029492,40.52744892,102.19,1585.42,1382.59,24683098.0,High Growth,Low,Very High,Very High
2021-06-24,10020788,1143.04,517054.0,40.31091216,40.61560986,102.197,1587.57,1384.76,24685140.0,High Growth,Low,Very High,Very High
2021-06-25,11184099,1143.846667,517054.0,40.12152939,40.7037708,102.204,1589.45,1386.67,24687183.0,High Growth,Low,Very High,Very High
2021-06-26,10271011,1144.653333,517054.0,39.93214662,40.79193175,102.211,1591.42,1388.67,24689225.0,High Growth,Low,Very High,Very High
2021-06-27,9225609,1145.46,517054.0,39.74276385,40.88009269,102.218,1593.5,1390.65,24691267.0,High Growth,Low,Very High,Very High
2021-06-28,10005454,1146.266667,517054.0,39.44468085,40.83174637,102.225,1595.56,1392.56,24693310.0,High Growth,Low,Very High,Very High
2021-06-29,9822380,1147.073333,517054.0,39.11489362,40.74358542,102.232,1596.67,1393.61,24695352.0,High Growth,Low,Very High,Very High
2021-06-30,9704068,1147.88,517054.0,38.78510638,40.65542448,102.239,1598.52,1395.65,24697394.0,High Growth,Low,Very High,Very High
2021-07-01,9855797,1148.686667,517054.0,38.45531915,40.56726353,102.246,1601.06,1398.26,24699437.0,High Growth,Low,Very High,Very High
2021-07-02,11021573,1149.493333,517054.0,38.12553191,40.47910259,102.253,1602.75,1399.91,24701479.0,High Growth,Low,Very High,Very High
2021-07-03,9321649,1150.3,531526.0,37.79574468,40.39094165,102.26,1605.96,1403.07,24703522.0,High Growth,Low,Very High,Very High
2021-07-04,7665872,1150.596774,531526.0,37.46595745,40.3027807,102.2758065,1607.97,1405.02,24704735.0,High Growth,Low,Very High,Very High
2021-07-05,9647793,1150.893548,531526.0,37.13617021,40.21461976,102.2916129,1609.95,1406.75,24705948.0,High Growth,Low,Very High,Very High
2021-07-06,9174477,1151.190323,531526.0,36.80638298,40.12645882,102.3074194,1610.79,1407.44,24707161.0,High Growth,Low,Very High,Very High
2021-07-07,9105321,1151.487097,531526.0,36.47659574,40.03829787,102.3232258,1612.37,1409.22,24708375.0,High Growth,Low,Very High,Very High
2021-07-08,9334620,1151.783871,531526.0,36.14680851,39.95013693,102.3390323,1615.07,1411.79,24709588.0,High Growth,Low,Very High,Very High
2021-07-09,10497593,1152.080645,531526.0,35.81702128,39.86197598,102.3548387,1617.77,1414.43,24710801.0,High Growth,Low,Very High,Very High
2021-07-10,9566804,1152.377419,531526.0,35.48723404,39.77381504,102.3706452,1619.82,1416.46,24712014.0,High Growth,Low,Very High,Very High
2021-07-11,8087849,1152.674194,531526.0,35.15744681,39.6856541,102.3864516,1621.64,1418.19,24713228.0,High Growth,Low,Very High,Very High
2021-07-12,9565529,1152.970968,531526.0,34.82765957,39.59749315,102.4022581,1623.62,1420.08,24714441.0,High Growth,Low,Very High,Very High
2021-07-13,9527597,1153.267742,531526.0,34.49787234,39.50933221,102.4180645,1624.6,1420.89,24715654.0,High Growth,Low,Very High,Very High
2021-07-14,9592928,1153.564516,531526.0,34.16808511,39.42117127,102.433871,1626.18,1422.6,24716867.0,High Growth,Low,Very High,Very High
2021-07-15,9637253,1153.86129,531526.0,33.83829787,39.33301032,102.4496774,1628.33,1424.58,24718081.0,High Growth,Low,Very High,Very High
2021-07-16,10596269,1154.158065,531526.0,33.50851064,39.24484938,102.4654839,1630.21,1426.35,24719294.0,High Growth,Low,Very High,Very High
2021-07-17,9439239,1154.454839,531526.0,33.1787234,39.15668843,102.4812903,1631.74,1427.9,24720507.0,High Growth,Low,Very High,Very High
2021-07-18,8125217,1154.751613,531526.0,32.84893617,39.06852749,102.4970968,1633.5,1429.58,24721720.0,High Growth,Low,Very High,Very High
2021-07-19,9677498,1155.048387,531526.0,32.51914894,38.98036655,102.5129032,1634.76,1430.98,24722934.0,High Growth,Low,Very High,Very High
2021-07-20,9693151,1155.345161,531526.0,32.1893617,38.8922056,102.5287097,1635.4,1431.48,24724147.0,High Growth,Low,Very High,Very High
2021-07-21,9708648,1155.641935,531526.0,31.85957447,38.80404466,102.5445161,1636.67,1432.85,24725360.0,High Growth,Low,Very High,Very High
2021-07-22,9767087,1155.93871,531526.0,31.52978723,38.71588372,102.5603226,1637.56,1433.65,24726573.0,High Growth,Low,Very High,Very High
2021-07-23,10692716,1156.235484,531526.0,31.2,38.62772277,102.576129,1638.06,1434.06,24727787.0,High Growth,Low,Very High,Very High
2021-07-24,9579255,1156.532258,531526.0,30.87021277,38.53956183,102.5919355,1638.63,1434.65,24729000.0,High Growth,Low,Very High,Very High
2021-07-25,8110259,1156.829032,531526.0,30.54042553,38.45140088,102.6077419,1639.13,1435.09,24730213.0,High Growth,Low,Very High,Very High
2021-07-26,9794112,1157.125806,531526.0,30.2106383,38.36323994,102.6235484,1639.68,1435.5,24731426.0,High Growth,Low,Very High,Very High
2021-07-27,9702356,1157.422581,531526.0,29.88085106,38.275079,102.6393548,1640.03,1435.65,24732640.0,High Growth,Low,Very High,Very High
2021-07-28,9856792,1157.719355,531526.0,29.62471034,38.22810196,102.6551613,1640.59,1436.35,24733853.0,High Growth,Low,Very High,Very High
2021-07-29,10080946,1158.016129,531526.0,29.79123657,38.41748473,102.6709677,1641.11,1436.87,24735066.0,High Growth,Low,Very High,Very High
2021-07-30,10988268,1158.312903,531526.0,29.9577628,38.6068675,102.6867742,1641.55,1437.31,24736279.0,High Growth,Low,Very High,Very High
2021-07-31,10036644,1158.609677,531526.0,30.12428902,38.79625026,102.7025806,1642.03,1437.63,24737493.0,High Growth,Low,Very High,Very High
2021-08-01,8718767,1158.906452,531526.0,30.29081525,38.98563303,102.7183871,1642.56,1438.13,24738706.0,High Growth,Low,Very High,Very High
2021-08-02,9911376,1159.203226,531526.0,30.45734148,39.1750158,102.7341935,1643.05,1438.5,24739919.0,High Growth,Low,Very High,Very High
2021-08-03,9955170,1159.5,531526.0,30.62386771,39.36439857,102.75,1643.95,1439.18,24741133.0,High Growth,Low,Very High,Very High
2021-08-04,9844940,1160.290323,531526.0,30.79039393,39.55378134,102.7635484,1644.6,1439.98,24742322.0,High Growth,Low,Very High,Very High
2021-08-05,9977801,1161.080645,531526.0,30.95692016,39.7431641,102.7770968,1645.23,1440.57,24743511.0,High Growth,Low,Very High,Very High
2021-08-06,10532402,1161.870968,531526.0,31.12344639,39.93254687,102.7906452,1645.75,1440.98,24744701.0,High Growth,Low,Very High,Very High
2021-08-07,9583783,1162.66129,531526.0,31.28997261,40.12192964,102.8041935,1646.09,1441.3,24745890.0,High Growth,Low,Very High,Very High
2021-08-08,8055357,1163.451613,531526.0,31.45649884,40.31131241,102.8177419,1646.72,1441.84,24747079.0,High Growth,Low,Very High,Very High
2021-08-09,9740801,1164.241935,531526.0,31.62302507,40.50069518,102.8312903,1647.01,1441.98,24748269.0,High Growth,Low,Very High,Very High
2021-08-10,9699394,1165.032258,531526.0,31.7895513,40.69007794,102.8448387,1647.13,1441.99,24749458.0,High Growth,Low,Very High,Very High
2021-08-11,9858221,1165.822581,531526.0,31.95607752,40.87946071,102.8583871,1647.32,1442.25,24750648.0,High Growth,Low,Very High,Very High
2021-08-12,10002620,1166.612903,531526.0,32.12260375,41.06884348,102.8719355,1647.35,1442.23,24751837.0,High Growth,Low,Very High,Very High
2021-08-13,10932286,1167.403226,531526.0,32.28912998,41.25822625,102.8854839,1647.32,1442.14,24753026.0,High Growth,Low,Very High,Very High
2021-08-14,9863546,1168.193548,531526.0,32.4556562,41.44760902,102.8990323,1647.34,1442.12,24754216.0,High Growth,Low,Very High,Very High
2021-08-15,9197652,1168.983871,531526.0,32.62218243,41.63699178,102.9125806,1647.35,1442.11,24755405.0,High Growth,Low,Very High,Very High
2021-08-16,9510946,1169.774194,531526.0,32.78870866,41.82637455,102.926129,1647.28,1441.95,24756595.0,High Growth,Low,Very High,Very High
2021-08-17,9714945,1170.564516,531526.0,32.95523489,42.01575732,102.9396774,1647.25,1441.87,24757784.0,High Growth,Low,Very High,Very High
2021-08-18,9596387,1171.354839,531526.0,33.12176111,42.20514009,102.9532258,1647.35,1442.02,24758973.0,High Growth,Low,Very High,Very High
2021-08-19,9756267,1172.145161,531526.0,33.28828734,42.39452286,102.9667742,1647.22,1441.9,24760163.0,High Growth,Low,Very High,Very High
2021-08-20,10659416,1172.935484,531526.0,33.45481357,42.58390562,102.9803226,1647.0,1441.6,24761352.0,High Growth,Low,Very High,Very High
2021-08-21,7975967,1173.725806,531526.0,33.62133979,42.77328839,102.993871,1646.4,1441.01,24762541.0,High Growth,Low,Very High,Very High
2021-08-22,8110750,1174.516129,531526.0,33.78786602,42.96267116,103.0074194,1645.98,1440.55,24763731.0,High Growth,Low,Very High,Very High
2021-08-23,9062801,1175.306452,531526.0,33.95439225,43.15205393,103.0209677,1645.55,1439.96,24764920.0,High Growth,Low,Very High,Very High
2021-08-24,8472272,1176.096774,531526.0,34.12091847,43.3414367,103.0345161,1645.36,1439.86,24766110.0,High Growth,Low,Very High,Very High
2021-08-25,9241832,1176.887097,531526.0,34.2874447,43.53081946,103.0480645,1645.14,1439.71,24767299.0,High Growth,Low,Very High,Very High
2021-08-26,9839949,1177.677419,531526.0,34.45397093,43.72020223,103.0616129,1644.81,1439.35,24768488.0,High Growth,Low,Very High,Very High
2021-08-27,10305445,1178.467742,531526.0,34.62049716,43.909585,103.0751613,1644.52,1439.06,24769678.0,High Growth,Low,Very High,Very High
2021-08-28,10049817,1179.258065,531526.0,34.39627133,43.77988203,103.0887097,1644.28,1438.88,24770867.0,High Growth,Low,Very High,Very High
2021-08-29,8512565,1180.048387,531526.0,33.81506214,43.35866863,103.1022581,1644.07,1438.62,24772057.0,High Growth,Low,Very High,Very High
2021-08-30,9845413,1180.83871,531526.0,33.23385296,42.93745523,103.1158065,1643.84,1438.32,24773246.0,High Growth,Low,Very High,Very High
2021-08-31,9229046,1181.629032,531526.0,32.65264378,42.51624184,103.1293548,1643.71,1438.04,24774435.0,High Growth,Low,Very High,Very High
2021-09-01,8943667,1182.419355,531526.0,32.07143459,42.09502844,103.1429032,1643.66,1438.21,24775625.0,High Growth,Low,Very High,Very High
2021-09-02,9575486,1183.209677,531526.0,31.49022541,41.67381504,103.1564516,1643.51,1438.06,24776814.0,High Growth,Low,Very High,Very High
2021-09-03,10781968,1184.0,531526.0,30.90901622,41.25260164,103.17,1643.23,1437.74,24778004.0,High Growth,Low,Very High,Very High
2021-09-04,10812461,1183.486667,531526.0,30.32780704,40.83138825,103.1814754,1642.98,1437.55,24779372.0,High Growth,Low,Very High,Very High
2021-09-05,9502527,1182.973333,531526.0,29.74659785,40.41017485,103.1929508,1642.68,1437.28,24780740.0,High Growth,Low,Very High,Very High
2021-09-06,9712943,1182.46,531526.0,29.16538867,39.98896145,103.2044262,1642.48,1436.95,24782109.0,High Growth,Low,Very High,Very High
2021-09-07,9013633,1181.946667,531526.0,28.58417948,39.56774805,103.2159016,1642.49,1436.8,24783477.0,High Growth,Low,Very High,Very High
2021-09-08,9754136,1181.433333,531526.0,28.0029703,39.14653465,103.227377,1642.44,1436.91,24784846.0,High Growth,Low,Very High,Very High
2021-09-09,10151844,1180.92,531526.0,27.42176111,38.72532126,103.2388525,1642.25,1436.72,24786214.0,High Growth,Low,Very High,Very High
2021-09-10,10931780,1180.406667,531526.0,26.84055193,38.30410786,103.2503279,1642.09,1436.52,24787582.0,High Growth,Low,Very High,Very High
2021-09-11,10961479,1179.893333,531526.0,26.25934274,37.88289446,103.2618033,1642.03,1436.39,24788951.0,High Growth,Low,Very High,Very High
2021-09-12,9538154,1179.38,531526.0,25.67813356,37.46168106,103.2732787,1641.97,1436.39,24790319.0,High Growth,Low,Very High,Very High
2021-09-13,10301544,1178.866667,531526.0,25.09692437,37.04046766,103.2847541,1641.76,1436.19,24791688.0,High Growth,Low,Very High,Very High
2021-09-14,10117122,1178.353333,531526.0,24.51571519,36.61925427,103.2962295,1641.79,1436.01,24793056.0,High Growth,Low,Very High,Very High
2021-09-15,10320549,1177.84,531526.0,23.934506,36.19804087,103.3077049,1641.88,1436.28,24794424.0,High Growth,Low,Very High,Very High
2021-09-16,10455219,1177.326667,531526.0,23.35329682,35.77682747,103.3191803,1641.78,1436.17,24795793.0,High Growth,Low,Very High,Very High
2021-09-17,10629730,1176.813333,531526.0,22.77208763,35.35561407,103.3306557,1641.79,1436.25,24797161.0,High Growth,Low,Very High,Very High
2021-09-18,10177171,1176.3,531526.0,22.19087845,34.93440067,103.3421311,1641.83,1436.29,24798530.0,High Growth,Low,Very High,Very High
2021-09-19,9584276,1175.786667,531526.0,21.60966926,34.51318728,103.3536066,1642.07,1436.52,24799898.0,High Growth,Low,Very High,Very High
2021-09-20,9240877,1175.273333,531526.0,21.02846008,34.09197388,103.365082,1642.22,1436.67,24801266.0,High Growth,Low,Very High,Very High
2021-09-21,10645639,1174.76,531526.0,20.4472509,33.67076048,103.3765574,1642.38,1436.71,24802635.0,High Growth,Low,Very High,Very High
2021-09-22,9089809,1174.246667,531526.0,19.86604171,33.24954708,103.3880328,1642.59,1436.88,24804003.0,High Growth,Low,Very High,Very High
2021-09-23,9649814,1173.733333,531526.0,19.28483253,32.82833368,103.3995082,1642.65,1436.92,24805372.0,High Growth,Low,Very High,Very High
2021-09-24,10231201,1173.22,531526.0,18.70362334,32.40712029,103.4109836,1642.47,1436.66,24806740.0,High Growth,Low,Very High,Very High
2021-09-25,9488306,1172.706667,531526.0,18.12241416,31.98590689,103.422459,1642.8,1437.21,24808109.0,High Growth,Low,Very High,Very High
2021-09-26,8202660,1172.193333,531526.0,17.54120497,31.56469349,103.4339344,1643.19,1437.73,24809477.0,High Growth,Low,Very High,Very High
2021-09-27,9854634,1171.68,531526.0,16.95999579,31.14348009,103.4454098,1643.4,1437.83,24810845.0,High Growth,Low,Very High,Very High
2021-09-28,9794885,1171.166667,531526.0,17.11375606,31.2932589,103.4568852,1643.55,1437.88,24812214.0,High Growth,Low,Very High,Very High
2021-09-29,9111742,1170.653333,531526.0,17.35211713,31.50876343,103.4683607,1643.93,1438.49,24813582.0,High Growth,Low,Very High,Very High
2021-09-30,9897304,1170.14,531526.0,17.5904782,31.72426796,103.4798361,1644.44,1439.03,24814951.0,High Growth,Low,Very High,Very High
2021-10-01,10831289,1169.626667,531526.0,17.82883927,31.93977249,103.4913115,1645.12,1439.76,24816319.0,High Growth,Low,Very High,Very High
2021-10-02,10648983,1169.113333,531526.0,18.06720034,32.15527702,103.5027869,1645.99,1440.85,24817687.0,High Growth,Low,Very High,Very High
2021-10-03,9664200,1168.6,546940.0,18.30556141,32.37078155,103.5142623,1648.21,1443.14,24819056.0,High Growth,Low,Very High,Very High
2021-10-04,9445012,1169.222581,546940.0,18.54392248,32.58628608,103.5257377,1649.52,1444.57,24820424.0,High Growth,Low,Very High,Very High
2021-10-05,9850300,1169.845161,546940.0,18.78228355,32.8017906,103.5372131,1650.24,1445.08,24821793.0,High Growth,Low,Very High,Very High
2021-10-06,9639873,1170.467742,546940.0,19.02064462,33.01729513,103.5486885,1651.18,1446.28,24823161.0,High Growth,Low,Very High,Very High
2021-10-07,9835873,1171.090323,546940.0,19.25900569,33.23279966,103.5601639,1652.92,1448.18,24824529.0,High Growth,Low,Very High,Very High
2021-10-08,10972179,1171.712903,546940.0,19.49736676,33.44830419,103.5716393,1656.81,1452.28,24825898.0,High Growth,Low,Very High,Very High
2021-10-09,11105638,1172.335484,546940.0,19.73572783,33.66380872,103.5831148,1661.16,1456.8,24827266.0,High Growth,Low,Very High,Very High
2021-10-10,9676900,1172.958065,546940.0,19.9740889,33.87931325,103.5945902,1667.13,1462.87,24828635.0,High Growth,Low,Very High,Very High
2021-10-11,9475714,1173.580645,546940.0,20.21244997,34.09481778,103.6060656,1673.01,1468.94,24830003.0,High Growth,Low,Very High,Very High
2021-10-12,9773859,1174.203226,546940.0,20.45081104,34.31032231,103.617541,1676.42,1472.26,24831371.0,High Growth,Low,Very High,Very High
2021-10-13,9946938,1174.825806,546940.0,20.68917211,34.52582684,103.6290164,1680.13,1476.01,24832740.0,High Growth,Low,Very High,Very High
2021-10-14,10218833,1175.448387,546940.0,20.92753318,34.74133137,103.6404918,1685.07,1481.2,24834108.0,High Growth,Low,Very High,Very High
2021-10-15,10918170,1176.070968,546940.0,21.16589425,34.9568359,103.6519672,1693.57,1490.26,24835477.0,High Growth,Low,Very High,Very High
2021-10-16,9925799,1176.693548,546940.0,21.40425532,35.17234043,103.6634426,1700.95,1498.15,24836845.0,High Growth,Low,Very High,Very High
2021-10-17,8889761,1177.316129,546940.0,21.64261639,35.38784495,103.674918,1709.17,1506.65,24838214.0,High Growth,Low,Very High,Very High
2021-10-18,10002495,1177.93871,546940.0,21.88097746,35.60334948,103.6863934,1716.93,1514.39,24839582.0,High Growth,Low,Very High,Very High
2021-10-19,9761116,1178.56129,546940.0,22.11933853,35.81885401,103.6978689,1720.83,1518.34,24840950.0,High Growth,Low,Very High,Very High
2021-10-20,9954725,1179.183871,546940.0,22.3576996,36.03435854,103.7093443,1725.89,1523.77,24842319.0,High Growth,Low,Very High,Very High
2021-10-21,10048574,1179.806452,546940.0,22.59606067,36.24986307,103.7208197,1732.45,1530.43,24843687.0,High Growth,Low,Very High,Very High
2021-10-22,11023542,1180.429032,546940.0,22.83442174,36.4653676,103.7322951,1739.15,1537.28,24845056.0,High Growth,Low,Very High,Very High
2021-10-23,10757693,1181.051613,546940.0,23.07278281,36.68087213,103.7437705,1743.99,1542.25,24846424.0,High Growth,Low,Very High,Very High
2021-10-24,9567477,1181.674194,546940.0,23.31114388,36.89637666,103.7552459,1748.7,1547.04,24847792.0,High Growth,Low,Very High,Very High
2021-10-25,10161704,1182.296774,546940.0,23.54950495,37.11188119,103.7667213,1753.22,1551.4,24849161.0,High Growth,Low,Very High,Very High
2021-10-26,9858096,1182.919355,546940.0,23.78786602,37.32738572,103.7781967,1755.49,1553.43,24850529.0,High Growth,Low,Very High,Very High
2021-10-27,10062945,1183.541935,546940.0,24.02622709,37.54289025,103.7896721,1758.42,1556.69,24851898.0,High Growth,Low,Very High,Very High
2021-10-28,10194304,1184.164516,546940.0,24.26812724,37.75220139,103.8011475,1762.66,1560.93,24853266.0,High Growth,Low,Very High,Very High
2021-10-29,11046048,1184.787097,546940.0,24.51954919,37.94484938,103.812623,1766.7,1564.79,24854634.0,High Growth,Low,Very High,Very High
2021-10-30,10869605,1185.409677,546940.0,24.77097114,38.13749737,103.8240984,1770.89,1568.88,24856003.0,High Growth,Low,Very High,Very High
2021-10-31,9664635,1186.032258,546940.0,25.02239309,38.33014535,103.8355738,1774.44,1572.22,24857371.0,High Growth,Low,Very High,Very High
2021-11-01,10008060,1186.654839,546940.0,25.27381504,38.52279334,103.8470492,1778.82,1576.42,24858740.0,High Growth,Low,Very High,Very High
2021-11-02,9876191,1187.277419,546940.0,25.52523699,38.71544133,103.8585246,1780.9,1578.31,24860108.0,High Growth,Low,Very High,Very High
